iter	Logloss
0	0.6303647566
1	0.5627522298
2	0.5127342948
3	0.4498208435
4	0.4151837005
5	0.3738078871
6	0.3400092977
7	0.3122923018
8	0.2852723658
9	0.2632061794
10	0.2414565517
11	0.2237460957
12	0.2075717665
13	0.1978950136
14	0.1856709476
15	0.1720646424
16	0.164997853
17	0.1571977044
18	0.1489042528
19	0.1412187634
20	0.1360844214
21	0.1320948787
22	0.1277074451
23	0.1244041478
24	0.1206742947
25	0.1141711245
26	0.1109478971
27	0.1066450044
28	0.1040229111
29	0.1014408516
30	0.0982235457
31	0.09505151754
32	0.09380598883
33	0.09197536771
34	0.08969516906
35	0.08883898154
36	0.08704082198
37	0.08574513416
38	0.08387111565
39	0.08325411486
40	0.08246681333
41	0.08174529002
42	0.08067700312
43	0.07956055668
44	0.07878623104
45	0.07736660699
46	0.07545142216
47	0.07494855723
48	0.07368805506
49	0.07312679333
50	0.07220250155
51	0.07132370072
52	0.07046717955
53	0.06989528119
54	0.06957521785
55	0.06898800622
56	0.06810320485
57	0.06760451298
58	0.06719056238
59	0.06686554118
60	0.06643589387
61	0.06596370816
62	0.06536858559
63	0.06490484006
64	0.06455731471
65	0.06409735546
66	0.06369329189
67	0.06266861103
68	0.06215375161
69	0.06177402405
70	0.06140801505
71	0.06038673096
72	0.05999776437
73	0.05891304611
74	0.05853436716
75	0.0581027193
76	0.0574389972
77	0.05720329815
78	0.05697538282
79	0.05668083994
80	0.05648737453
81	0.05575605819
82	0.05549388726
83	0.05517972087
84	0.05438755744
85	0.05412535127
86	0.05352778219
87	0.05331197186
88	0.05305970791
89	0.05233781684
90	0.05201752477
91	0.05192158189
92	0.05163210902
93	0.05139649083
94	0.05125124338
95	0.05102711236
96	0.05077543005
97	0.05057726792
98	0.05028241956
99	0.05010641006
100	0.04995965251
101	0.04986608653
102	0.04955407342
103	0.04941223688
104	0.04905272801
105	0.04886332688
106	0.04854657995
107	0.04827793616
108	0.04816947625
109	0.0480729409
110	0.04779008433
111	0.04764950039
112	0.04751615045
113	0.04731131039
114	0.04707123547
115	0.04648386011
116	0.04636727353
117	0.04613867914
118	0.04568663605
119	0.04558754814
120	0.04535028828
121	0.04525538802
122	0.04514480898
123	0.04496493532
124	0.04459823481
125	0.04448624678
126	0.0443349515
127	0.04401072601
128	0.0439070848
129	0.04375497199
130	0.04349422286
131	0.04300867032
132	0.04284896595
133	0.04278805481
134	0.04258745914
135	0.04221840139
136	0.04196061779
137	0.04188156684
138	0.04175642346
139	0.04169565432
140	0.04162570358
141	0.04135583016
142	0.04125909409
143	0.04102173733
144	0.04097110658
145	0.04075995467
146	0.04065670472
147	0.04048564969
148	0.04037226941
149	0.04031914051
150	0.04019936931
151	0.04013229813
152	0.04005020643
153	0.03995724065
154	0.03981472635
155	0.03978901191
156	0.03968552542
157	0.03956428291
158	0.03947173988
159	0.03923242162
160	0.03915222838
161	0.03899370574
162	0.03876647216
163	0.0386196068
164	0.03848053753
165	0.03823881497
166	0.0381416889
167	0.03804140335
168	0.03797875056
169	0.03785038186
170	0.03778099386
171	0.03770480289
172	0.03747905429
173	0.03731601111
174	0.03725703531
175	0.03712835894
176	0.03686983818
177	0.03674367226
178	0.03666368357
179	0.03654157865
180	0.03647774236
181	0.03641157488
182	0.03630988709
183	0.03625629326
184	0.03617263801
185	0.03606256309
186	0.03599700014
187	0.03576408747
188	0.03569545873
189	0.03555440145
190	0.03535242339
191	0.03530293092
192	0.03517061769
193	0.03514939809
194	0.03504585216
195	0.03497646572
196	0.03493234832
197	0.03484379624
198	0.03476468731
199	0.03472496262
200	0.03463783683
201	0.03443600589
202	0.0343400728
203	0.0342441973
204	0.03413427255
205	0.03408370657
206	0.03398657094
207	0.0339216805
208	0.03378177305
209	0.03374054131
210	0.0336772125
211	0.03354554651
212	0.03348587044
213	0.03341177952
214	0.03338256522
215	0.0332938685
216	0.03322833308
217	0.03312187073
218	0.03305423966
219	0.03298077827
220	0.03292520755
221	0.03291191044
222	0.03279958645
223	0.03267502146
224	0.03261452136
225	0.03250802877
226	0.03247437843
227	0.03245777174
